pairIndex,type,appid,name,rankAcceptance,rankFiltered,acceptanceScore,reviewId,language,review,isPositive,voted_up,timestamp_created,timestamp_updated,authorSteamId,playtime_forever,playtime_last_two_weeks,received_for_free,written_during_early_access,steam_purchase,comment_count,votes_up,votes_funny,weighted_vote_score,charLen,totalEnglishReviews
1,bottom,3584190,Three Sisters,25085,15344,3.470521,205217635,english,"very kind crabs, magnificent humor. Played mostly on mobile, ideal game when youre bored awesome gameplay and music
10/10",1,True,1758865980,1758873213,76561198834110526,126,0,True,True,False,0,1,0,0.503058075904846191,121,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,204938064,english,a,1,True,1758536773,1758536773,76561199403728018,1620,290,True,True,False,0,1,0,0.503058075904846191,1,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,204666914,english,i liked it pretty fun but i got lost alot (like always in these games yk),1,True,1758250707,1758250707,76561199308978028,65,0,True,True,False,0,1,0,0.503058075904846191,73,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,204056325,english,👍👍👍,1,True,1757559876,1757559876,76561199772267241,9,0,False,True,False,0,1,0,0.503058075904846191,3,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,203642441,english,"KILL YOURSELF!!!!!!

10/10",1,True,1757110014,1757110014,76561199809952965,396,30,False,True,False,0,1,1,0.503058075904846191,26,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,203359863,english,‎,1,True,1756776667,1756776667,76561199096166408,22,0,False,True,False,0,0,0,0.5,1,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,202941205,english,"This game is unbalanced as hell. It was fun at the first 2 hours but then it became annoying. Like why are there 100000 cops? I finish one fight then there's another one and I haven't moved a pixel. Also some enemies are waaaaay to tanky like the clowns, the discord mod and it's food, etc.. If I am near to kill one then it spawn another one in the fight LIKE WHY?! 

It would be so much better and fun if it would turn into a rage game and it would be balanced. 
You should add a difficulty option, that way if someone would like to play it and not sweat it's pants because they get one shotted by a fking cop or an addicted, they would enjoy it and have a laugh. 

As I said I enjoyed the first couple of hours and I would like to play it more but it just feels like wasting my time.. I will be back when there will be some changes..",1,True,1756240532,1756385408,76561198343042625,417,0,True,True,False,0,3,0,0.539410650730133057,836,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,202773105,english,᠌ ᠌ ᠌᠌ ᠌ ᠌ ᠌ ᠌ ᠌,1,True,1756026177,1756026177,76561198881697582,7,0,False,True,False,0,0,0,0.483870983123779297,16,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,202766341,english,This game lobotomized me. 10/10 would recommend it,1,True,1756016352,1756016352,76561199171209390,118,0,True,True,False,0,3,0,0.539410650730133057,50,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,202333442,english,"decided to listen to a crab and got a game over screen
tried again and couldnt beat the crab
best 20 minutes of my life",1,True,1755448760,1755448760,76561199082581316,21,0,False,True,False,0,0,0,0.5,119,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,201701130,english,"sloppy to the level of unplayable. also the constant ""kill yourself"" from the enemies with an added ""bitch"", to change it up i guess (???), makes things as interesting and deep as a plain paper plate. an edgy teen chuunibyou paper plate.
this time from my life i'm never getting back",0,False,1754656537,1754656537,76561198095284777,21,0,False,True,False,0,3,0,0.489145368337631226,283,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,200793996,english,"Dude like, this has to be the most niche game I've ever played, but the way it's so bizarre and sloppy kinda hooked me in??? I still wouldn't recommend this to anyone, but I can't say it's just 100% dogshlt. I guess I just happened to be part of the target audience.
Sometimes it IS interesting to look at a piece of media and just think to yourself ""what the fuck is this?"" and ""what went through the mind of the devs?"" like you have some edgy toxic crabs at one point, horrific realistic meat slop at another, then some horrific mexican clowns?? and they all look horrible, but for this game, it's its own charm. Then two seconds later the main characters will have some cool dialog or things happening that aren't shltpost-y and gives me whiplash.

I played for 17 hours, most of that was the very, very slow combat, which there is a lot of in the game; and many of which I had to fight multiple times because the enemy instantly killed me (which was funny the first times, but it became frustrating) and I had to reload a save, and go through the same 3-4 long fights before reaching some boss enemy and testing my chances again. Yeah if it was just the combat alone I prob would have dropped it earlier, but I was very interested in the world the game has, the different lockers kinda make me feel like i'm in Yume Nikki exploring the different worlds, I love that aspect of the game, sometimes I just wanted to grab cheat engine or overlevel myself just so I could ""skip"" the battles and explore freely.
Now I stopped playing because it felt like I've seen most of the game so far and don't see a goal or where to go or what to do, having my last things done being [spoiler] defeating Midas, and exploring some hills with bell guys (killed two eldritch horrors to get no reward at all haha) [/spoiler]

dude why did I play this for 17 hours...",0,False,1753572378,1753572439,76561198197682687,1113,0,True,True,False,1,4,0,0.49075201153755188,1849,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,199571222,english,"a crab told me to kill myself, i pressed ok, and i got a game over screen",1,True,1752270843,1752270843,76561198103932546,75,0,False,True,False,0,6,3,0.598920166492462158,73,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,199514413,english,New On CBS Three Sisters Slappin Bones & Meat In Chicago!,1,True,1752215407,1752215407,76561198212612265,7,0,False,True,False,0,1,0,0.523809552192687988,57,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,198932971,english,"I like the crappy visuals and the out-of-place music, but the banter is miserable.

In my first half-dozen combats, I had a crab tell me:

To Kill myself
That I was pathetic and it left the battle, granting me its XP (funny the first time, exhausting the next 12)
When it died it would haunt me, telling me to kill myself

Then the crab morphed into an Uber Crab and no matter how many times it duked me its XP and left, or I ran, I could never end the combat.

Easy uninstall, which is kind of a shame because I do think there's some neat stuff going on in here. I don't think I should have to put up with a Fornite lobby's worth of abuse to experience it - isn't there enough Fortnight lobby out there already? Perhaps the game creator could stand to tap someone else - hell, even ChatGPT - to come up with some better trash talk.",0,False,1751641285,1751641285,76561198064362702,12,0,False,True,False,0,1,0,0.450806677341461182,832,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,198604647,english,That's 8 minutes I won't get back,0,False,1751334775,1751334775,76561198121032870,8,0,True,True,False,0,2,0,0.455994904041290283,33,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,198581963,english,daje za besplatno ne nado,0,False,1751312735,1751312735,76561198214523251,5,0,False,True,False,1,1,0,0.5,25,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,198487221,english,"This game is interesting, the combat is fun and challenging and the characters are fun to interact with, the surreal enemy designs are always fun to see at their absurdity or grotesqueness, 9/10 PEAK!",1,True,1751224154,1751224154,76561199028967271,150,0,True,True,False,0,3,0,0.547983288764953613,200,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,198480273,english,that fucking crab that i hate,0,False,1751218981,1751218981,76561199113965599,21,0,False,True,False,0,1,0,0.5,29,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,198432511,english,"If you were looking for a game that has no purpose or meaning, here it is. At the same time, the visuals are disgusting and the music is completely out of place",0,False,1751181009,1751181009,76561198136614171,15,0,True,True,False,2,5,0,0.44762226939201355,160,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,198258502,english,"███████▄▄███████████▄
▓▓▓▓▓▓█░░░░░░░░░░░░░░█
▓▓▓▓▓▓█░░░░░░░░░░░░░░█
▓▓▓▓▓▓█░░░░░░░░░░░░░░█
▓▓▓▓▓▓█░░░░░░░░░░░░░░█
▓▓▓▓▓▓█░░░░░░░░░░░░░░█
▓▓▓▓▓▓███░░░░░░░░░░░░█
██████▀░░█░░░░██████▀
░░░░░░░░░█░░░░█
░░░░░░░░░░█░░░█
░░░░░░░░░░░█░░█
░░░░░░░░░░░█░░█
░░░░░░░░░░░░▀▀",0,False,1751018328,1751018328,76561198410576806,6,0,False,True,False,0,1,0,0.392104297876358032,260,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,198069083,english,"Could not play any more to give totally accurate review.

---{ Graphics }---
☐ You forget what reality is
☐ Beautiful
☐ Good
☐ Decent
☑ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't
☐ If this is specifically your kind of thing, you'll enjoy it

---{ Audio }---
☐ Eargasm
☐ Very good
☐ Good
☑ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☑ Check if you can run paint
☐ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☑ Floppy Disk
☐ Old Fashioned
☐ Workable
☐ Big
☐ Will eat 15% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☑ Just press 'W' (plus 4 other buttons, and that's it)
☐ Easy
☐ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☑ Nothing to grind (as much as I've seen)
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☑ Some lore
☐ Average
☐ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☑ Not enough patience to find out
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☐ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☑ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☐ Minor bugs
☑ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☑ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☐ 10",1,True,1750802887,1750802887,76561198877725980,14,0,True,True,False,0,1,0,0.465667366981506348,1789,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,197119765,english,"I thought this game was going to be gay, needless to say I'm not sure whats happening and i think I need to talk to a trusted adult now.",0,False,1749810424,1749810424,76561199155203955,36,0,False,True,False,0,1,3,0.410686016082763672,136,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,196593249,english,"Immersive adventure with a deep story, atmospheric graphics, and engaging gameplay. A game you’ll want to dive into!",1,True,1749271534,1749271534,76561198071662351,242,0,False,True,False,0,0,0,0.5,116,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,195403623,english,I recommend this game.,1,True,1747915554,1748988713,76561199803921360,17,0,True,True,False,0,2,0,0.52173912525177002,22,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,196280701,english,"what did i figure out :
wasted my 6h of my life
got no ending
meh experiemce of rpg and quick time event
",0,False,1748911489,1748911489,76561199245446547,351,0,False,True,False,1,1,1,0.5,109,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,196019426,english,"There is a warning about the type of humor. That being said, I've only started the game and I already love it so much. It's cool to see a game with the same ungodly humor. The music is such a vibe, I could listen to it all day. I can't wait to get through the whole game.",1,True,1748643247,1748643247,76561199226913688,133,0,False,True,True,0,0,1,0.5,271,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,195772832,english,"I got stuck in an endless loop fighting many crabs 🦀 since they would run away and instantly aggro again and again - unfortunately, I couldn't progress and so just decided to move on. 

I was simply going to not recommend it due to this but after meditating on this potentially life changing decision, I've decided to instead recommend it because;

a. It's not my type of game anyway (usually) being pixel graphics. It'd be unfair for me to not recommend this particular game just for this. The dark humour kept it interesting for a bit though tbf. 

b. I'm unlikely to ever play it again so won't know if this issue is fixed.

c. It [i] was [/i] FREE and even now the price being under <£5 shows that the dev isn't greedy. 

d. I'm in a good mood 

This pleases me. Nothing lost, nothing gained. For this reason I give it a thumbs up. 👍",1,True,1748363144,1748363144,76561198114563111,69,0,False,True,False,0,3,0,0.517465472221374512,849,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,195741082,english,"- Game is buggy - in some areas like clipping out of bounds
- In the first section of the game, I though I could go through those secret areas but I realized that I can't after wasting like 1 hour checking everywhere
- Some parts of the game can lead to soft-lock [spoiler] like in the forest section where you have Haunted Heart in your party and if your entire team dies during the battle, the game keeps attacking the Heart even though it has like 9999999999 health bar and literally won’t die (even the attacks doesn't damages it). aaaaaaaaaa [/spoiler]
- Some enemies can be annoying as hell because some of their attacks are way too OP, which could f##k your whole party even if your teammates are strong enough for that area
- Please for the love of god, add a [u] return to menu[/u] button. I'm tired to resetting the game to load my previous save data
- There's a lack of deep between your sisters 
- [spoiler] After finishing The Forest section, I was a little confused about the death of ""Catherine"". The discussion around it felt really dry. Like ""Vibia"" didn't care at all. Also I was confused about where to go next. I had 4 lockers unlocked and almost all of them was too hard for me to progress and didn't know where should I go first [/spoiler]


buuuuuuuuuuuuuuuuuuuuuut
I still like this game because it's weird and unique compared to other typical RPG games. Like all the time game is trying to say to kill myself which I find it hilarious
And it's enjoyable if you have a lot of free time because it takes a while to progress (leveling up and enemy levels are messed up) especially in the beginning of this game but I'm okay with it
Also It reminds me of ""fear and hunger"" which is also a tough game too

[b] I F*@#NG HATE CRABS, BUT STILL, I LOVE THEM 🦀 [/b]",1,True,1748316367,1748317249,76561198395586239,1042,0,True,True,False,0,2,1,0.526584088802337646,1780,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,195223136,english,👎,0,False,1747673321,1747673321,76561198413756034,13,0,True,True,False,0,2,1,0.435296118259429932,1,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,195130936,english,"I would love to put good review, but game is so chaotic even in cotrnol, that i was not able to play it properly.
Mouse or keyboard, both is very lagging.

I CAN NOT RECOMMEND TO MY FRIEND NOR MY GRANDMA.
",0,False,1747555439,1747555439,76561198139206375,5,0,False,True,False,0,0,0,0.5,205,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,195066268,english,Got whacked by the first crab encounter and the save point was too far back for me to bother trying again.,0,False,1747479722,1747479722,76561198207808991,13,0,False,True,False,0,0,0,0.476190477609634399,106,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,195043462,english,Not entirely sure what this is but i enjoy it a lot.,1,True,1747446097,1747446097,76561199079841987,93,0,True,True,False,0,0,0,0.476190477609634399,52,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,194999796,english,"Honestly, I'm not entirely sure where I stand on this game. A lot of it I enjoyed, and the story seems quite interesting, but the excessive cringe of the enemies (oddly placed against a less-than-crude story plot) also gets old pretty early on, and definitely pulls you away from it. 

The story also is a bit too light to give you a clear path forward. You'll pretty much just wander in circles, not knowing what to do, until you figure out where to head next. The variety of maps and settings is surprisingly nice though, so it's not a total misery to get lost. All the enemies respawn every time you leave the area, which is great for leveling up, and torturous if you're not looking to do so.  (Some police officers that respawn every single time you leave a house or shop, and which absolutely cannot be escaped, definitely come to mind.) 

Leveling up is also frustratingly vague. Its hard to know which characters actually benefit from certain areas being increased, as quite a few of the attacks/moves seem too ineffective to be worth it. I pretty much stuck to about 20% of the available moves once the characters were fully leveled, as the battles took way too long if I tried experimenting with other moves and strategies. Disappointing, as the game really does show a lot of different moves and has the potential to be a really fun experience there.

Also, I think the game developer might have some urine-based fetishes, given how often it comes up in game. Which is every other minute. I mean, its really a lot, even in terms of intentional cringe. It gets a little too gross and creepy there, that's for sure. 

Aaaanyways, I eventually I stepped away from the game, and I haven't been super inclined to try it again, not in it's current state. However, I did really enjoy playing it for a time, and especially enjoyed the sister characters and the world design, travel, and lore. At first, I didn't even mind at first that the enemies are so obviously, intentionally cringey. It just became a bit too much given how often you have to deal with them. Funny for a while, but it pulls away from the story too much in the end. 

This game definitely has a ton of potential, but I can't quite recommend it yet, not when it could actually be something legitimately good with a bit more time. Hoping the development with this continues, as there really is a lot going for it.",0,False,1747394512,1747394512,76561199098535762,1631,0,True,True,False,1,1,0,0.523809552192687988,2384,112
1,bottom,3584190,Three Sisters,25085,15344,3.470521,194743067,english,Game broke me before I broke it!,0,False,1747045007,1747045007,76561198284157277,653,0,True,True,False,0,0,0,0.5,32,112
